via,placa,numero_placa,latitud,longitud
CR 67A,51-05,,6.25796535,-75.58329679
CR 67A,51-55,,6.258222,-75.58296647
CL 143,70B-17,,6.2899471,-75.63994107
CR 67A,51-35,,6.25812892,-75.58308627
CR 67A,51-41,,6.25817722,-75.5830241
CR 42B,107D-56,,6.29630037,-75.54713297
CL 48E,99-66,,6.26278743,-75.61262958
CR 34,85D-59,,6.27825733,-75.54595593
CR 67A,51-09,,6.25800413,-75.58324688
CR 42B,110CC-13,,6.30037968,-75.54577219
CL 56FB,20-71,,6.24567445,-75.54165233
CL 56FB,20-75,,6.24564369,-75.54167743
CL 99B,25B-46,,6.28798178,-75.54041737
CR 32,75C-47,,6.26805391,-75.54472225
CL 57B,17A-26 (0114),,6.25118475,-75.54042671
CR 32,75C-49,,6.26807323,-75.54473883
CR 32,75C-57,,6.26812328,-75.54478179
CR 32,75C-55,,6.26811587,-75.54477544
CR 32,75C-53,,6.2681092,-75.54476971
CR 32,75C-25,,6.26795536,-75.54463961
CR 32,75C-29,,6.26798321,-75.54466187
CL 79,32-62 (0108),,6.27054545,-75.54573025
CL 125B,42EE-18 (0110),,6.30390187,-75.54606219
CL 79B,32-57,,6.27069677,-75.54565409
CL 79,32-62 (0110),,6.27061317,-75.54571528
CL 34B,118-112,,6.24846828,-75.63095316
CL 34B,118-114,,6.24848027,-75.63097279
CR 49,85C-142,,6.2795821,-75.55682563
CL 33B,98-46,,6.2436771,-75.62159551
CL 33B,98-38 (0216),,6.24371357,-75.62134598
CR 29,107B-18 (0106),,6.29627254,-75.54025827
CR 30,89-52 (0133) LOTE,,6.28026124,-75.54335358
CL 34,98-35,,6.24403514,-75.62109343
CL 34,98-47,,6.24411976,-75.62119876
CL 65,84-14,,6.27511143,-75.59527902
CR 83,65-69,,6.2751831,-75.5945089
CL 65,84-44,,6.27530088,-75.59550442
CR 42C,106-25,,6.29474944,-75.54874383
CL 95A,40-07,,6.28642748,-75.54935062
CL 65,84-40,,6.27528107,-75.59547973
CL 95A,40-29,,6.28646501,-75.54950521
CL 95,40-12,,6.2861638,-75.54941762
CR 40,95-17,,6.28625919,-75.54930973
CL 107B,43A-04,,6.29577401,-75.54947055
CL 95,40-04,,6.28615477,-75.54937367
CR 43A,107B-31,,6.29608171,-75.54939117
CL 65,84-38,,6.27526351,-75.59545783
CL 65,84-34,,6.27524279,-75.595432
CR 43A,107B-29,,6.29605576,-75.54939335
CL 107B,43B-28,,6.29590993,-75.55014712
CR 43,107-26,,6.29507957,-75.54889358
CL 112,67-36,,6.30734466,-75.56578992
CL 73A,49A-51,,6.26878987,-75.5601753
CR 43AA,107B-38,,6.29607505,-75.54951195
CL 112,67-38,,6.30735368,-75.56581051
CL 73A,49A-55,,6.26877674,-75.56019807
CL 111,42BB-03,,6.30071419,-75.54602898
CL 112A,67-93,,6.30788226,-75.566116
DG 50,73-34,,6.26861125,-75.56030425
CL 112,67-18,,6.3072826,-75.56564826
CL 112,67-20,,6.30728987,-75.56566487
DG 50,73-30,,6.26857405,-75.5602816
CL 56FB,20-61,,6.2457344,-75.5416042
CL 56FB,20-65,,6.24570345,-75.54162883
CL 106B,32-92,,6.29431918,-75.54249468
CR 36,90-42,,6.28192493,-75.5451657
CL 102B,34-36 (0201),,6.29163185,-75.54452643
CL 103,38A-11,,6.2919278,-75.54708614
CR 42B,107-30 (0119) LOTE,,6.29462922,-75.54763423
CR 42B,107-30 (0116) LOTE,,6.29466809,-75.54764068
CR 128B,34AD-81,,6.24961057,-75.63484757
CL 34B,128-69,,6.25026019,-75.63517771
CL 34B,128-71,,6.25028539,-75.63520773
CR 38A,107-85,,6.2949739,-75.54729891
CR 42B,108-54,,6.29726935,-75.54685479
CR 42B,108-48,,6.29721802,-75.54686039
CR 42B,108-64,,6.29734493,-75.54684923
CR 42B,107E-46,,6.29669224,-75.54694211
CR 42B,107E-40,,6.29663864,-75.54695079
CL 34B,128-77,,6.25031357,-75.6352519
CR 42C,107-63,,6.29510785,-75.54864402
CL 34B,128-83,,6.25034441,-75.63530688
CL 34B,128-119 (0117) LOTE,,6.25024894,-75.63539709
CR 65A,32-60,,6.23547916,-75.58326907
CR 65A,32-58,,6.23546451,-75.58326898
CL 32A,65-33,,6.2355146,-75.58307488
CL 98D,31-14,,6.28823353,-75.54297122
CL 98E,31-15 LOTE,,6.28827117,-75.54306365
CL 48E,96A-75,,6.26154052,-75.61093271
CL 48DE,96A-18,,6.26110899,-75.6106034
CR 89,48A-17,,6.25952187,-75.60590034
CL 48DE,96A-20,,6.2611181,-75.61061754
CL 48DE,96A-54,,6.26128636,-75.61087868
CR 31,102C-26,,6.29289663,-75.54145417
CR 31,102C-02,,6.29275088,-75.5414777
CL 48B,89-05,,6.25956295,-75.60594393
CL 48B,89-07,,6.25955073,-75.60597337
CL 48DE,96A-66,,6.26134445,-75.61096884
CR 30,102C-65 (0103),,6.29322206,-75.54114354
CR 30,102C-65 (0104),,6.29322495,-75.54116602
CL 48DE,96A-74,,6.26138306,-75.61102876
CR 31,102C-68 (0160),,6.2931521,-75.54119514
CL 48E,96A-73,,6.26152914,-75.61091505
CR 42C,110A-54,,6.29916829,-75.54691333
CL 64A,94A-24,,6.28072575,-75.60426567
CL 95A,22C-28,,6.28600738,-75.53777679
CL 110B,42B-47,,6.29929931,-75.54667514
CL 110B,42B-49,,6.29931054,-75.54667637
CR 42C,110A-24 (0129),,6.29890404,-75.54672099
CR 42C,110A-24 (0127),,6.2989068,-75.54669831
CL 110B,42B-53,,6.29943909,-75.54674937
CL 110B,42B-55,,6.29944737,-75.54675874
CL 110B,42B-57,,6.29947241,-75.54678672
CR 42C,110A-86,,6.29943329,-75.54681634
CL 124,49-25 (0105),,6.30578548,-75.55049907
CL 124,49-25 (0146),,6.30578629,-75.55054763
CR 27CC,106A-06 (0131),,6.29355812,-75.54033379
CL 102C,27B-56,,6.29338478,-75.54025508
CL 106B,27B-23 (0101),,6.29365527,-75.54015604
CR 27B,102C-41,,6.29285651,-75.53976998
CL 102C,27B-85,,6.29342372,-75.54045215
CR 87A,34A-25,,6.24301908,-75.61240384
CL 34C,118-79,,6.24876557,-75.63070411
CL 34C,118-89,,6.24878767,-75.63075483
CL 34B,118-118,,6.24850674,-75.63099269
CL 52,64A-15,,6.25645887,-75.57815925
CL 52,64A-39,,6.25661939,-75.5784605
CR 64A,51-37,,6.2559359,-75.57845097
CR 64A,51-19,,6.2557382,-75.57839587
CR 24F,97-42 (0102),,6.28683642,-75.54026295
CL 34A,87A-12,,6.24282293,-75.61259157
CR 64B,51-62,,6.25644171,-75.57871318
CL 34B,87A-21,,6.24318584,-75.61257565
CR 28,100-26,,6.28893548,-75.54098127
CL 75D,32-29,,6.26837754,-75.54501963
CR 28,100-34,,6.28900359,-75.54103036
CL 39A,101-30,,6.254252,-75.6166977
CL 39A,101-32,,6.25424628,-75.61672795
CL 39A,101-22,,6.25426093,-75.61665065
CL 39A,101-06,,6.25428678,-75.61651266
CL 100B,30DD-06,,6.28908151,-75.54285308
CR 32,75C-19,,6.2679242,-75.54460808
CL 39A,101-08,,6.25428119,-75.61654274
CR 32,75C-23,,6.26793572,-75.54462027
CR 101,39A-05,,6.25435204,-75.61648058
CL 39A,101-36,,6.25423892,-75.61676688
CL 39A,101-38,,6.25423501,-75.61678754
CL 39A,101-40,,6.25423135,-75.61680691
CL 39A,101-42,,6.25422571,-75.61683753
CL 75C,32-96,,6.26798647,-75.54513174
CR 101A,39A-20,,6.25439487,-75.61699817
CL 39A,101-12,,6.25427601,-75.61657059
CL 39A,101-14,,6.2542712,-75.61659649
CR 101,39A-09 LOTE,,6.25444083,-75.61649675
CR 94,77F-54,,6.28890861,-75.59448799
CR 27,100-09,,6.28875918,-75.54083082
CR 94,77F-56,,6.28892082,-75.59448045
CR 27,100-79,,6.28924451,-75.54074364
CR 27,100-109,,6.28947518,-75.54072345
CR 94,77F-36,,6.288795,-75.59458644
CR 93A,77F-57,,6.28867732,-75.59408493
CR 93A,77F-31,,6.2884953,-75.5941951
CR 93A,77F-17,,6.28840523,-75.59424993
CR 94,77F-30,,6.28874861,-75.59461587
CR 94,77F-28,,6.28873651,-75.59462355
CR 94,77F-14,,6.28867036,-75.59466554
CR 94,77F-10,,6.28865649,-75.59467434
CR 94,77F-24,,6.28871271,-75.59463866
CR 94,77F-44,,6.28883857,-75.59455878
CR 94,77F-46,,6.28885471,-75.59454854
CR 93A,77F-41,,6.28854368,-75.59416576
CR 55A,89A-21,,6.28273533,-75.56638929
CL 89A,55A-28,,6.28280288,-75.56652713
CL 107B,37A-15,,6.29487007,-75.54642179
CL 107B,37A-35,,6.29484974,-75.54659903
CL 107B,37A-27,,6.2948505,-75.54657206
CL 107B,37A-45,,6.29484883,-75.54663143
CR 42C,106-13,,6.29467555,-75.54880189
CR 37B,107A-45,,6.2948242,-75.54668127
CR 37A,107A-29,,6.29466885,-75.54627945
CL 107B,37A-23,,6.29485755,-75.54647594
CR 37B,107A-44 (0101),,6.29463539,-75.54654808
CL 107B,37A-07,,6.29487416,-75.54635675
CR 43,107-02,,6.29486137,-75.54892386
CR 37B,107A-44 (0102),,6.29466951,-75.54653658
CL 96,22B-45,,6.2862188,-75.53725333
CR 30,101B-23,,6.2908105,-75.54157185
CL 29B,85-03,,6.23053183,-75.60842624
CR 9B,44CC-06,,6.22862737,-75.54173212
CR 87,29A-08 LOTE,,6.2307594,-75.60969994
CR 87,29A-09 LOTE,,6.23084557,-75.60970767
CL 55,103DA-188,,6.27103059,-75.61343833
CL 49AA,99EE-23,,6.26776624,-75.61374496
CL 49AA,99EE-19,,6.26773023,-75.61375719
CL 55,103DA-170,,6.27110052,-75.61325528
CL 55,103DA-172,,6.27109765,-75.61327908
CL 55,103DA-168,,6.27110228,-75.61324078
CR 38A,107D-15,,6.29597833,-75.54689479
CR 38A,107D-60 (0101),,6.29620187,-75.54677681
CL 55,103DA-184 (0132),,6.27114146,-75.61339673
CL 20 SUR,25B-85,,6.18135877,-75.56622773
CL 20 SUR,25B-91 (0101),,6.1813742,-75.56637684
CL 20 SUR,25B-91 (0102),,6.18149654,-75.56654535
CL 95A,22C-10,,6.28598287,-75.53766684
CL 64A,94A-45,,6.28080474,-75.6044862
CL 64A,94A-37,,6.28075131,-75.60441547
CR 67,112-19,,6.30737951,-75.56538937
CL 112A,67-85,,6.30785301,-75.56604922
CL 112A,67-59,,6.30775882,-75.56583424
CL 112A,67-63,,6.3077733,-75.56586729
CL 64,94A-46,,6.28068827,-75.60462067
CL 64,94A-48,,6.28069779,-75.60463329
CR 93A,77F-25,,6.28846409,-75.59421403
CL 64A,94A-41,,6.28078434,-75.60445919
CR 197,137-109,,6.34396209,-75.69146684
CR 197,137-103,,6.3439564,-75.69146032
CR 197,137-107,,6.34395934,-75.69146369
CL 64A,94A-49,,6.28083517,-75.60452635
CL 64A,94A-26,,6.28073617,-75.60427955
CL 39A,101-54,,6.25420732,-75.61693936
CL 39A,101-52,,6.25421327,-75.61690628
CL 77D,87-26,,6.28451717,-75.59050912
CL 77D,87-30,,6.28453679,-75.59052481
CL 77D,87-28,,6.28452634,-75.59051645
CL 77DD,87-31,,6.28481777,-75.59039693
CR 87A,77D-28,,6.28482812,-75.59049116
CL 77DD,87-39,,6.28477196,-75.59030039
CL 77DD,87-37,,6.28476106,-75.59029128
CR 87,77D-23,,6.28444437,-75.59020511
CR 87,77D-21,,6.28443455,-75.5902175
CL 75C,32-37,,6.26769868,-75.54466765
CL 75C,32-49,,6.26770253,-75.54477983
CR 75A,88A-52,,6.28550431,-75.5814908
CL 75C,32-41,,6.26770463,-75.5447177
CR 21A,20A SUR-78,,6.1782718,-75.56214837
CL 107A,27B-08 (0103),,6.29458652,-75.53959024
CL 94,37-42,,6.28547414,-75.54736593
CR 42B,107E-34,,6.29659599,-75.54695922
CL 95,37-20,,6.285729,-75.54716603
CL 95A,37-49,,6.28613483,-75.54730933
CL 95A,37-51,,6.2861363,-75.54732883
CR 38,94-58 (0105),,6.28594815,-75.54741215
CR 42B,107E-16,,6.29651683,-75.54696955
CR 42B,107E-06,,6.2964406,-75.54699155
CR 22,106-02,,6.29199563,-75.53675891
CR 22,106-06,,6.29210915,-75.53679851
CR 38,94-56,,6.28594234,-75.5476449
CR 38,108-18,,6.29711754,-75.54671351
CR 38,108-20 (0101),,6.29709862,-75.54667056
CR 38,108-29,,6.29720227,-75.54667801
CR 42B,108-60 (0105),,6.29732108,-75.54675432
CR 42B,108-60 (0101),,6.29729968,-75.54674689
CR 42B,108-60 (0102),,6.29732745,-75.54673465
CR 42B,108-60 (0103),,6.29735182,-75.5467239
CL 71,49-32,,6.26673245,-75.55956141
CL 71,49-26,,6.2667235,-75.55950158
CL 107A,27B-08 (0115),,6.29461368,-75.5396401
CL 107A,27B-08 (0121),,6.29464807,-75.53966613
CR 46,115-12,,6.30170341,-75.54862648
CL 71,49-22,,6.26671754,-75.55946317
CL 99,38C-72 (0113),,6.28939405,-75.54823502
CL 99,38C-72 (0114),,6.28943255,-75.54827999
CL 99,38C-72 (0111),,6.2893689,-75.54816958
CL 64B,94A-33,,6.28090385,-75.60423189
CL 64B,94A-25,,6.28085481,-75.60416661
CL 64A,94A-16,,6.28066495,-75.60418472
CL 64D,94-04,,6.28100669,-75.60346592
CR 44A,97-14,,6.28849327,-75.55156429
CL 97,44-76,,6.28839537,-75.55151178
CR 44A,97-02,,6.28843021,-75.55157157
CL 97,44-24,,6.28833651,-75.55109294
CL 98,44-17,,6.28873193,-75.55095529
CL 98,44-37,,6.28880049,-75.55109147
CL 98,44-49,,6.28887255,-75.55119913
CL 98,44-55,,6.28887607,-75.55121805
CR 44A,97-46,,6.28881858,-75.55153447
CR 84,35-48,,6.24464253,-75.60633335
CL 50,16-101,,6.23572626,-75.54303758
CL 50,16-39,,6.23546011,-75.54251837
CL 50,16-41,,6.23547082,-75.54253927
CL 50,16-33,,6.23543764,-75.54247454
CR 51,108-41,,6.30003132,-75.55560425
CL 109,51-99,,6.30044316,-75.55632867
CR 51B,108-20,,6.30022381,-75.5565554
CL 109,51-89 (0110),,6.30022574,-75.55629353
CL 109,51-89 (0112),,6.3002821,-75.55627945
CR 83A,35-99,,6.24498588,-75.60576628
CR 83A,35-65,,6.24472111,-75.60593321
CL 50,16-31,,6.23542603,-75.5424519
CL 49B,16-36,,6.23519942,-75.54274693
CL 49B,16-52,,6.23526536,-75.54287558
CL 50,16-109,,6.23575578,-75.54309518
CR 83A,35-63,,6.24468727,-75.605954
CR 38,94-54,,6.28590649,-75.54764825
CR 38,94-42,,6.28580664,-75.54762232
CR 38,94-40,,6.2857901,-75.54762433
CR 38,94-20,,6.28561175,-75.54766321
CR 38,94-22,,6.28562809,-75.5476609
CL 94,37-74,,6.28545477,-75.54760441
CL 31E,101-02,,6.23641398,-75.62042237
CL 31E,101-14 (0105),,6.23650571,-75.62048059
CL 94,37-64,,6.28545387,-75.54757009
CR 101,31E-21,,6.23655348,-75.62039764
CR 101,31E-23,,6.23658522,-75.6203952
CR 24F,99A-15,,6.28770334,-75.53998206
CL 49,25-10,,6.23884873,-75.54876719
CR 108B,14-32,,6.22153235,-75.63178287
CR 108B,15-20,,6.22184076,-75.63185452
CR 108B,15-10 (0101),,6.22167798,-75.63187688
CR 108B,14-34,,6.22156255,-75.63190663
CR 108,15-65,,6.22209479,-75.63178218
CL 15,106D-63,,6.22147424,-75.63136395
CL 15,106D-59,,6.22147504,-75.63133551
CL 49,25-84,,6.23916229,-75.54937465
CL 49,25-86,,6.23917448,-75.54939916
CL 49,25-34,,6.2389524,-75.54897621
CL 49,25-26,,6.23893795,-75.54894408
CL 49,25-28,,6.23894529,-75.54896041
CL 106B,27CC-21 (0101),,6.29370132,-75.5406392
CL 106B,27CC-21 (0106),,6.29352449,-75.54051245
CR 47,52-95,,6.2504638,-75.56507649
CR 47,52-72,,6.2502875,-75.56516532
CR 47,52-86,,6.25037892,-75.56511926
CL 104B,78B-32,,6.30490142,-75.5771866
CL 49,25-18,,6.23888765,-75.54884198
CL 49,25-20,,6.23890764,-75.54888076
CL 49,25-72,,6.23911775,-75.54929713
CL 104BB,78B-41,,6.30501735,-75.57703123
CL 49,25-74,,6.23913007,-75.54931898
CL 49,25-78,,6.23914038,-75.54933726
CL 104BB,78B-39,,6.30499569,-75.57702696
CL 49,25-70,,6.23910934,-75.5492822
CL 49,25-100,,6.23922677,-75.54950327
CL 49,25-108,,6.23926244,-75.5495737
CL 49,25-112,,6.23928543,-75.54961909
CL 49,25-114,,6.23929461,-75.54963722
CR 26,49-14,,6.23945543,-75.54956611
CR 26,49-18,,6.23947807,-75.54955375
CR 51B,108-44,,6.300393,-75.5564674
CR 51,108-39,,6.30000052,-75.55563
CR 51,108-57,,6.30012435,-75.55554884
CL 109,51-71,,6.30040564,-75.55615066
CL 109,51-93,,6.30041663,-75.55625293
CL 109,51-105,,6.30045126,-75.55635819
CL 108,51-90,,6.30007694,-75.55654546
CL 108,51-82,,6.30006002,-75.55645978
CL 108,51-66,,6.30003828,-75.55635418
CL 109,51-89 (0107),,6.30009188,-75.55632176
CL 109,51-55 (0129),,6.30003264,-75.55610553
CL 125B,42EE-24,,6.30393282,-75.54612845
CR 32,112-21,,6.30051527,-75.54356631
CR 30A,111-96 (0170),,6.30047459,-75.54395605
CR 43AA,110B-12,,6.29973766,-75.54812033
CR 43AA,110B-16,,6.29977883,-75.54809432
CR 30A,111-96 (0179),,6.30053813,-75.54391629
CR 46A,107C-93 (0131),,6.2978256,-75.55110323
CL 110B,43A-24,,6.29984506,-75.54789765
CR 30A,111-96 (0188) LOTE,,6.30064838,-75.5438181
CL 110B,43A-16,,6.29986448,-75.54785655
CL 111,42BB-15,,6.30073273,-75.54610586
CR 48A,107-142 LOTE,,6.29772327,-75.55185749
CL 108,47-35,,6.29796491,-75.55128589
CR 46A,107C-09 LOTE,,6.29719091,-75.55118383
CL 64B,94A-23,,6.28083466,-75.60413978
CL 64B,94A-21,,6.28082705,-75.60412965
CR 47,87-112,,6.28019286,-75.5549831
CR 47,87-110,,6.2801756,-75.55498348
CL 64B,94A-19,,6.28080811,-75.60410442
CL 40C,38B-79 (0230),,6.24019426,-75.56175772
CL 40C,38B-79 (0330),,6.2402087,-75.56175834
CL 40C,38B-33 LOTE,,6.24047394,-75.56168944
CL 40C,38B-29,,6.24039744,-75.56166889
CL 40C,38B-79 (0125),,6.24024756,-75.56175709
CL 40C,38B-79 (0123),,6.24028346,-75.56176895
CR 42C,101B-30 (0103),,6.29179335,-75.54969024
CL 97,44-12,,6.28832145,-75.55095138
CL 97,44-16,,6.28832353,-75.55097135
CL 102,40-77,,6.29170473,-75.54865074
CR 36,94-31,,6.2856817,-75.54616614
CL 102,40-75,,6.29170407,-75.54863588
CL 95A,36-27,,6.2860553,-75.54628467
CL 97,44-20,,6.28832572,-75.55099223
CR 51B,108-30,,6.30027386,-75.55653168
CL 109,51-89 (0108),,6.3001845,-75.55630383
CR 36,94-07,,6.28549217,-75.54618306
CL 97,44-08,,6.28831898,-75.55092776
CR 36,95-19,,6.28577627,-75.54614665
CL 98,44-25,,6.2887466,-75.55100082
CL 98,44-45 (0103),,6.28875976,-75.55117086
CL 98,44-77,,6.28890583,-75.55137895
CL 98,44-71,,6.28889811,-75.55134528
CL 125B,42EE-08,,6.30386127,-75.545954
CL 126,42EE-69,,6.30404628,-75.54577353
CL 79,40-39 (0130),,6.27088145,-75.54981898
CL 108,45-16,,6.29777828,-75.55012514
CL 79,40-39 (0123),,6.27073518,-75.54984086
CL 79,40-39 (0122),,6.27074859,-75.54983894
CL 64A,94A-32,,6.28077991,-75.60433777
CL 64B,94A-35,,6.28091306,-75.60424416
CL 50,16-99,,6.23571438,-75.5430144
CL 50,16-55,,6.23552509,-75.54264514
CL 50,16-57,,6.23553879,-75.54267187
CR 31,102C-68 (0138),,6.29298374,-75.54121157
CL 49,25-04,,6.23881812,-75.54870809
CR 31,102C-68 (0132) LOTE,,6.29295193,-75.54126511
CR 25,49-17,,6.23890424,-75.54864519
CR 31,102C-68 (0113),,6.29311691,-75.54124117
CR 31,102C-68 (0111),,6.2931436,-75.54129139
CR 34,98-33,,6.28798702,-75.54442441
CL 36B,32-18,,6.23404341,-75.55899604
CL 37,32-17,,6.23479322,-75.55888719
CR 32,36B-73,,6.23470585,-75.55886134
CR 35,99-12,,6.28864061,-75.54492309
CL 98,34-106,,6.28837208,-75.54487177
CL 98,34-88,,6.2882086,-75.54481733
CR 34,98-13,,6.2878219,-75.54437554
CR 34,98-15,,6.28783782,-75.54437966
CR 33,36B-82,,6.23458167,-75.5593767
CR 33,36B-42,,6.23431891,-75.5593093
CR 46,97-13,,6.28866907,-75.5534407
CR 46,97-09,,6.28864878,-75.55344238
CR 46,97-07,,6.28862339,-75.55344447
CR 98,33A-11 (0115),,6.24244682,-75.62228315
CR 42B,107-30 (0130),,6.2945276,-75.54758232
CR 42B,107-30 (0188) LOTE,,6.29478428,-75.54766272
CR 98,33A-11 (0125),,6.24246339,-75.62244409
CR 98,33A-11 (0126),,6.24242995,-75.62261217
CR 98,33A-11 (0133),,6.2424915,-75.62249211
CL 98,46-73,,6.28909293,-75.55389286
CR 46A,97-10,,6.28888924,-75.55395034
CL 97,46-68,,6.28877406,-75.55393834
CR 45A,95-36,,6.28708084,-75.55260401
CR 98,33A-11 (0122),,6.24239428,-75.62248251
CL 110B,43A-30,,6.29973013,-75.54794768
CL 95B,44A-23,,6.28731174,-75.55198703
CL 95B,44A-29 (0104),,6.28700269,-75.55205249
CL 95,44A-74,,6.28670818,-75.55243363
CL 95,44A-76,,6.2867169,-75.55246541
CR 46A,97-06,,6.28881308,-75.55395643
CR 36C,107A-28 (0103),,6.29456609,-75.54528627
CL 106B,32-51,,6.2944026,-75.54207415
CR 25,75C-01 (0103),,6.26863754,-75.53806783
CL 95B,44A-29 (0120),,6.28699471,-75.55206601
CL 95B,44A-59,,6.28732291,-75.5522765
CL 95B,44A-85,,6.28731788,-75.55249205
CR 45A,95-62,,6.28727723,-75.55256061
CL 95B,44A-81,,6.28732071,-75.55245458
CR 45A,95-40,,6.28711168,-75.55261322
CR 29,107A-62 (0120),,6.29559409,-75.54014443
CR 29,107A-62 (0122),,6.29560717,-75.54020583
CR 42C,110A-68,,6.29929755,-75.54686441
CR 29,107A-62 (0124),,6.29562502,-75.54025752
CR 42C,110A-24 (0108),,6.29880652,-75.54689304
CL 110A,42B-02,,6.29841201,-75.546645
CR 42B,110A-65 (0108),,6.29890427,-75.54661287
CL 110B,42B-13,,6.29905159,-75.5465505
CR 28A,107B-128,,6.29697133,-75.53994859
CR 29,107B-18 (0110),,6.29622582,-75.54034783
CL 110B,42B-17 (0102) LOTE,,6.29902762,-75.54669747
CL 110B,428-17 (0103),,6.29912019,-75.54667206
CL 110B,42B-23 (9901),,6.29919469,-75.54665164
CL 110B,42B-23 (9801),,6.2991852,-75.54668933
CL 110B,42B-51 (0102),,6.29928049,-75.54676085
CL 103E,65-53,,6.29928263,-75.5672641
CL 103DD,65-80,,6.29909245,-75.56753732
CR 94B,48A-97,,6.25954365,-75.61059246
CL 103E,65-81,,6.29938922,-75.56745755
CR 94B,48A-99,,6.25958306,-75.61057256
CL 48A,94B-16,,6.25880299,-75.6111327
CR 42B,110CC-15,,6.30040502,-75.54576696
CL 48A,94B-24,,6.25883438,-75.61120889
CL 111,42BB-01,,6.30070794,-75.5460048
CL 48A,94B-20,,6.25882542,-75.61118724
CR 95,48A-10,,6.25894884,-75.61119649
CR 42B,110CC-11 (0121),,6.30045147,-75.54589822
CR 30,68-05,,6.26189519,-75.54366441
CL 110CC,42B-04,,6.30026594,-75.54580812
CR 40,97-70,,6.28852026,-75.54903045
CR 40,97-50,,6.28834176,-75.54895431
CL 111,42B-15,,6.30064482,-75.54585598
CR 42B,110CC-35,,6.30058482,-75.54572916
CR 30,85C-78,,6.27788159,-75.54382573
CR 37,107-30,,6.29428955,-75.54577264
CL 93DD,22B-44,,6.28314664,-75.53868914
CL 91,28-50 (0101),,6.28261003,-75.54275813
CL 93DD,22B-40,,6.28311018,-75.53864138
CL 106B,32-47,,6.2944163,-75.54203908
CR 210,128-06 (0140) LOTE,,6.33831395,-75.70119425
CL 106B,32-39,,6.29443523,-75.54198609
CR 25,75C-36 (0130) LOTE,,6.26878672,-75.53917977
CR 25,75C-36,,6.26907975,-75.53892261
CL 106B,32-65,,6.29434803,-75.5421999
CL 130,210-182 LOTE,,6.34106416,-75.69869682
CR 25,75C-36 (0112),,6.26906388,-75.53905589
CR 117B,39AC-10,,6.2511268,-75.62812836
CR 42B,110CC-11 (0110),,6.30052139,-75.54599815
CL 39AC,115B-108,,6.25098632,-75.62810364
CL 58C,98B-101,,6.27503868,-75.60954527
CL 58C,98B-15 (0106),,6.27534477,-75.60896417
CR 43B,118-09,,6.30239516,-75.54819139
CL 39AC,115B-76,,6.25090879,-75.62787952
CR 42B,110CC-11 (0113),,6.30060244,-75.54598759
CL 58B,98B-08,,6.27489429,-75.60865404
CL 58B,98B-04,,6.27490148,-75.60862596
CL 37,32-95,,6.23479316,-75.55934372
CR 33,36B-98,,6.23475625,-75.55937391
CL 10B,28-159,,6.21028455,-75.55860609
CR 33,36B-34,,6.23425047,-75.55929221
CR 33,36B-32,,6.23423861,-75.55928917
CL 37,32-89,,6.2347933,-75.55930599
CL 88B,67-45,,6.28206621,-75.57381407
CL 68,30-12,,6.26189005,-75.54377844
CR 30,68-19,,6.26199713,-75.54364586
CL 68,30-04,,6.26186909,-75.54368164
CR 30,68-11,,6.26193724,-75.54365676
CL 68,30-06,,6.26187672,-75.54371619
CL 93DD,22B-32,,6.28307452,-75.53859014
CR 22BC,93DD-06,,6.28323428,-75.53859724
CL 93DD,22B-42,,6.2831281,-75.53866692
CR 29,102-122,,6.291913,-75.54093086
CR 31,101B-04,,6.29068751,-75.54191803
CR 31,101B-54,,6.2911048,-75.54183701
CR 31,101B-20,,6.29083273,-75.54189581
CL 112,32-26 (0102),,6.30040228,-75.54370425
CR 32,112-45,,6.30066093,-75.54356577
CR 30A,111-96 (0195),,6.30083854,-75.54381411
CR 28F,111-56 (0125) LOTE,,6.30093508,-75.54075954
CR 30A,111-96 (0193),,6.30080079,-75.54385674
CR 30A,111-96 (0191),,6.30076212,-75.54389304
CR 33,112-34,,6.30043339,-75.54385403
CR 32,112-07,,6.30030057,-75.54355466
CL 112,32-26 (0101),,6.30032448,-75.54372129
CL 112,32-04,,6.30019637,-75.54356905
CR 32,112-49,,6.30078014,-75.54356554
CR 30A,111-96 (0197),,6.30084584,-75.54376915
CL 112,32-24,,6.30018348,-75.54369855
CL 112,32-22,,6.30018299,-75.54367014
CR 43AA,110B-22,,6.29981711,-75.54807647
CL 110B,43A-26,,6.29979257,-75.54791689
CR 40,97-64,,6.28847182,-75.54902474
CR 40,97-66,,6.28848916,-75.54902678
CR 40,97-90,,6.28863598,-75.54908033
CR 40,97-86,,6.2885866,-75.54906626
CL 98B,39B-29,,6.28881136,-75.54906736
CR 40,97-58,,6.28842061,-75.54900757
CL 98B,39B-19,,6.28874016,-75.54897866
CL 98B,39B-21,,6.28877097,-75.54902301
CR 95,48A-20,,6.25903225,-75.61115541
CR 95,48A-54,,6.25919276,-75.61107723
CR 95,48A-50,,6.25915977,-75.61109318
CR 94B,48A-89,,6.25945733,-75.61063552
CR 94B,48A-83,,6.25941274,-75.6106579
CL 14 SUR,43A-239,,6.19321421,-75.57805787
CL 14 SUR,43A-156 (0005),,6.19266139,-75.57792331
CL 14 SUR,43A-125 LOTE,,6.19225019,-75.57761741
CL 110B,43A-34,,6.29968887,-75.54797729
CL 12 SUR,48-206 LOTE,,6.19423701,-75.57803503
CR 44A,95-11,,6.28664547,-75.55183595
